year,country_id,commodity_id,total_import_tonnes,total_export_tonnes,net_import_tonnes,net_export_tonnes,number_of_suppliers,largest_supplier_share,herfindahl_hirschman_index,notes
2024,BWA,potash_fertilizers,205.628,0,205.628,0,2,0.596358,0.518570,HHI is calculated over direct import suppliers only
2024,CAN,potash_fertilizers,117823.708,27035531.147,0,26917707.439,28,0.884937,0.790074,HHI is calculated over direct import suppliers only
2024,CHE,potash_fertilizers,17883.164,128.509,17754.655,0,21,0.659832,0.468330,HHI is calculated over direct import suppliers only
2024,CHL,potash_fertilizers,53268.36,534319.66,0,481051.3,30,0.379467,0.207490,HHI is calculated over direct import suppliers only
2024,CHN,potash_fertilizers,12463065.624,320301.894,12142763.73,0,34,0.342134,0.226793,HHI is calculated over direct import suppliers only
2024,CIV,potash_fertilizers,116624.309,5045.76,111578.549,0,17,0.738006,0.596556,HHI is calculated over direct import suppliers only
2024,CMR,potash_fertilizers,38642.843,0,38642.843,0,7,0.806100,0.674976,HHI is calculated over direct import suppliers only
2024,COD,potash_fertilizers,5595.93,0,5595.93,0,8,0.737112,0.605678,HHI is calculated over direct import suppliers only
2024,COG,potash_fertilizers,4624.607,0,4624.607,0,8,0.415170,0.342685,HHI is calculated over direct import suppliers only
2024,COL,potash_fertilizers,667127.246,7822.227,659305.019,0,29,0.626119,0.427954,HHI is calculated over direct import suppliers only
2024,CPV,potash_fertilizers,7.748,0,7.748,0,2,0.929272,0.868549,HHI is calculated over direct import suppliers only
2024,CRI,potash_fertilizers,168920.575,3581.695,165338.88,0,22,0.758155,0.585128,HHI is calculated over direct import suppliers only
2024,CUB,potash_fertilizers,760.937,0,760.937,0,6,0.478358,0.372856,HHI is calculated over direct import suppliers only
2024,CUW,potash_fertilizers,0.05,183.92,0,183.87,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,CYP,potash_fertilizers,447.179,1043.371,0,596.192,13,0.270362,0.172499,HHI is calculated over direct import suppliers only
2024,CZE,potash_fertilizers,97514.803,6005.719,91509.084,0,27,0.762071,0.594066,HHI is calculated over direct import suppliers only
2024,DEU,potash_fertilizers,160306.696,3827728.48,0,3667421.784,36,0.285139,0.196862,HHI is calculated over direct import suppliers only
2024,DJI,potash_fertilizers,911.125,0,911.125,0,2,0.993278,0.986645,HHI is calculated over direct import suppliers only
2024,DNK,potash_fertilizers,65543.076,12967.441,52575.635,0,19,0.952782,0.908327,HHI is calculated over direct import suppliers only
2024,DOM,potash_fertilizers,43621.159,199,43422.159,0,20,0.335719,0.258814,HHI is calculated over direct import suppliers only
2024,DZA,potash_fertilizers,8124.989,33,8091.989,0,11,0.419000,0.351991,HHI is calculated over direct import suppliers only
2024,ECU,potash_fertilizers,234052.843,646.959,233405.884,0,31,0.457887,0.289376,HHI is calculated over direct import suppliers only
2024,EGY,potash_fertilizers,295118.217,137637.402,157480.815,0,18,0.928861,0.864205,HHI is calculated over direct import suppliers only
2024,ESP,potash_fertilizers,219204.741,700716.319,0,481511.578,40,0.236499,0.141230,HHI is calculated over direct import suppliers only
2024,EST,potash_fertilizers,7605.303,24282.397,0,16677.094,15,0.521084,0.346969,HHI is calculated over direct import suppliers only
2024,ETH,potash_fertilizers,884.171,0,884.171,0,8,0.673792,0.497953,HHI is calculated over direct import suppliers only
2024,FIN,potash_fertilizers,39717.485,7406.954,32310.531,0,19,0.498388,0.331679,HHI is calculated over direct import suppliers only
2024,FJI,potash_fertilizers,3959.332,0,3959.332,0,8,0.916293,0.846334,HHI is calculated over direct import suppliers only
2024,FRA,potash_fertilizers,592761.641,31469.609,561292.032,0,42,0.428608,0.240154,HHI is calculated over direct import suppliers only
2024,GAB,potash_fertilizers,4187.004,0,4187.004,0,6,0.568903,0.417287,HHI is calculated over direct import suppliers only
2024,GBR,potash_fertilizers,347197.81,693327.757,0,346129.947,31,0.485082,0.309655,HHI is calculated over direct import suppliers only
2024,GEO,potash_fertilizers,1117.718,149.753,967.965,0,10,0.353954,0.253519,HHI is calculated over direct import suppliers only
2024,GHA,potash_fertilizers,44324.736,0,44324.736,0,10,0.334148,0.251982,HHI is calculated over direct import suppliers only
2024,GIN,potash_fertilizers,48.586,0,48.586,0,4,0.987939,0.976160,HHI is calculated over direct import suppliers only
2024,GMB,potash_fertilizers,493.085,0,493.085,0,5,0.782011,0.627575,HHI is calculated over direct import suppliers only
2024,GNB,potash_fertilizers,0.05,0,0.05,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,GNQ,potash_fertilizers,120.775,0,120.775,0,3,0.551646,0.504224,HHI is calculated over direct import suppliers only
2024,GRC,potash_fertilizers,88998.756,1465.21,87533.546,0,24,0.616488,0.411190,HHI is calculated over direct import suppliers only
2024,GTM,potash_fertilizers,251749.654,11745.888,240003.766,0,19,0.828066,0.693085,HHI is calculated over direct import suppliers only
2024,GUY,potash_fertilizers,541.015,0,541.015,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,HND,potash_fertilizers,117436.513,16414.774,101021.739,0,14,0.332806,0.254375,HHI is calculated over direct import suppliers only
2024,HRV,potash_fertilizers,48276.254,3403.896,44872.358,0,18,0.416148,0.328192,HHI is calculated over direct import suppliers only
2024,HTI,potash_fertilizers,1.469,0,1.469,0,2,0.680735,0.565330,HHI is calculated over direct import suppliers only
2024,HUN,potash_fertilizers,51769.506,11615.016,40154.49,0,23,0.653329,0.446728,HHI is calculated over direct import suppliers only
2024,IDN,potash_fertilizers,3191322.346,26913.458,3164408.888,0,27,0.393949,0.308390,HHI is calculated over direct import suppliers only
2024,IND,potash_fertilizers,3809237.418,25778.676,3783458.742,0,31,0.322000,0.240890,HHI is calculated over direct import suppliers only
2024,IRL,potash_fertilizers,137115.923,984.405,136131.518,0,26,0.652714,0.465013,HHI is calculated over direct import suppliers only
2024,IRN,potash_fertilizers,21116.682,5442.51,15674.172,0,12,0.696110,0.556743,HHI is calculated over direct import suppliers only
2024,IRQ,potash_fertilizers,3025.281,0,3025.281,0,10,0.639941,0.487673,HHI is calculated over direct import suppliers only
2024,ISL,potash_fertilizers,71.254,7545.001,0,7473.747,6,0.423471,0.365409,HHI is calculated over direct import suppliers only
2024,ISR,potash_fertilizers,5125.438,3130729.614,0,3125604.176,16,0.485279,0.318979,HHI is calculated over direct import suppliers only
2024,ITA,potash_fertilizers,354731.896,27907.276,326824.62,0,31,0.308791,0.203837,HHI is calculated over direct import suppliers only
2024,JAM,potash_fertilizers,152.242,0,152.242,0,3,0.788219,0.662818,HHI is calculated over direct import suppliers only
2024,JOR,potash_fertilizers,2601.086,2259789.777,0,2257188.691,10,0.747403,0.588816,HHI is calculated over direct import suppliers only
2024,JPN,potash_fertilizers,369156.657,519.576,368637.081,0,26,0.789448,0.631326,HHI is calculated over direct import suppliers only
2024,KAZ,potash_fertilizers,19713.593,42698.03,0,22984.437,19,0.580591,0.445493,HHI is calculated over direct import suppliers only
2024,KEN,potash_fertilizers,39698.272,10689.824,29008.448,0,18,0.517641,0.365261,HHI is calculated over direct import suppliers only
2024,KGZ,potash_fertilizers,457.29,7.2,450.09,0,13,0.378782,0.275357,HHI is calculated over direct import suppliers only
2024,KHM,potash_fertilizers,26915.702,4.506,26911.196,0,16,0.509274,0.296665,HHI is calculated over direct import suppliers only
2024,KOR,potash_fertilizers,778290.955,13843.273,764447.682,0,27,0.786518,0.638187,HHI is calculated over direct import suppliers only
2024,KWT,potash_fertilizers,17931.651,426,17505.651,0,15,0.868174,0.757809,HHI is calculated over direct import suppliers only
2024,LAO,potash_fertilizers,14134.275,2690840.143,0,2676705.868,2,0.961781,0.926483,HHI is calculated over direct import suppliers only
2024,LBN,potash_fertilizers,1936.25,0.054,1936.196,0,13,0.286107,0.239499,HHI is calculated over direct import suppliers only
2024,LBR,potash_fertilizers,7754.414,0,7754.414,0,4,0.589729,0.446763,HHI is calculated over direct import suppliers only
2024,LBY,potash_fertilizers,758.288,0,758.288,0,9,0.504616,0.398431,HHI is calculated over direct import suppliers only
2024,LKA,potash_fertilizers,124501.73,0.77,124500.96,0,22,0.448361,0.347546,HHI is calculated over direct import suppliers only
2024,LSO,potash_fertilizers,39.857,0,39.857,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,LTU,potash_fertilizers,105298.234,12201.459,93096.775,0,17,0.211453,0.140104,HHI is calculated over direct import suppliers only
2024,LUX,potash_fertilizers,1328.253,2016.835,0,688.582,7,0.339316,0.271207,HHI is calculated over direct import suppliers only
2024,LVA,potash_fertilizers,72026.809,8469.496,63557.313,0,17,0.386186,0.221739,HHI is calculated over direct import suppliers only
2024,MAR,potash_fertilizers,613820.038,171.5,613648.538,0,21,0.537332,0.338060,HHI is calculated over direct import suppliers only
2024,MDA,potash_fertilizers,541.861,0,541.861,0,18,0.222614,0.137734,HHI is calculated over direct import suppliers only
2024,MDG,potash_fertilizers,1027.144,0,1027.144,0,15,0.385536,0.236620,HHI is calculated over direct import suppliers only
2024,MDV,potash_fertilizers,26.987,0,26.987,0,7,0.692296,0.539352,HHI is calculated over direct import suppliers only
2024,MEX,potash_fertilizers,352742.593,996.031,351746.562,0,22,0.291354,0.160347,HHI is calculated over direct import suppliers only
2024,MHL,potash_fertilizers,0.306,0,0.306,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,MKD,potash_fertilizers,324.863,0.126,324.737,0,9,0.414439,0.340002,HHI is calculated over direct import suppliers only
2024,MLI,potash_fertilizers,36703.22,0,36703.22,0,3,0.899104,0.818566,HHI is calculated over direct import suppliers only
2024,MLT,potash_fertilizers,4.34,0.442,3.898,0,7,0.598387,0.463116,HHI is calculated over direct import suppliers only
2024,MMR,potash_fertilizers,88774.496,0,88774.496,0,11,0.485077,0.288350,HHI is calculated over direct import suppliers only
2024,MNE,potash_fertilizers,11.622,0,11.622,0,6,0.542075,0.398578,HHI is calculated over direct import suppliers only
2024,MNG,potash_fertilizers,0.863,0,0.863,0,2,0.881808,0.791554,HHI is calculated over direct import suppliers only
2024,MOZ,potash_fertilizers,12739.318,12792.801,0,53.483,16,0.546322,0.325566,HHI is calculated over direct import suppliers only
2024,MRT,potash_fertilizers,99.915,0,99.915,0,3,0.899765,0.819594,HHI is calculated over direct import suppliers only
2024,MUS,potash_fertilizers,5966.542,9531.79,0,3565.248,17,0.377235,0.212154,HHI is calculated over direct import suppliers only
2024,MWI,potash_fertilizers,17270.617,0,17270.617,0,7,0.711339,0.553319,HHI is calculated over direct import suppliers only
2024,MYS,potash_fertilizers,1997210.749,72331.751,1924878.998,0,31,0.501644,0.343329,HHI is calculated over direct import suppliers only
2024,NCL,potash_fertilizers,81.189,0.001,81.188,0,5,0.805528,0.686513,HHI is calculated over direct import suppliers only
2024,NER,potash_fertilizers,448.552,0,448.552,0,3,0.588605,0.458130,HHI is calculated over direct import suppliers only
2024,NFK,potash_fertilizers,0.641,0,0.641,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,NGA,potash_fertilizers,7346.568,40.1,7306.468,0,16,0.243711,0.166135,HHI is calculated over direct import suppliers only
2024,NIC,potash_fertilizers,46972.368,0,46972.368,0,16,0.628103,0.419154,HHI is calculated over direct import suppliers only
2024,NIU,potash_fertilizers,0.001,0,0.001,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,NLD,potash_fertilizers,629254.96,160120.677,469134.283,0,44,0.334390,0.190336,HHI is calculated over direct import suppliers only
2024,NOR,potash_fertilizers,381331.006,1209.089,380121.917,0,16,0.687160,0.512878,HHI is calculated over direct import suppliers only
2024,NPL,potash_fertilizers,17863.056,0,17863.056,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,NRU,potash_fertilizers,0.009,0,0.009,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,NZL,potash_fertilizers,188469.133,78.988,188390.145,0,25,0.840391,0.712786,HHI is calculated over direct import suppliers only
2024,OMN,potash_fertilizers,13983.186,150,13833.186,0,8,0.620887,0.513540,HHI is calculated over direct import suppliers only
2024,PAK,potash_fertilizers,111580.539,0.009,111580.53,0,28,0.332168,0.184162,HHI is calculated over direct import suppliers only
2024,PAN,potash_fertilizers,56135.285,527.251,55608.034,0,16,0.323326,0.258113,HHI is calculated over direct import suppliers only
2024,PER,potash_fertilizers,262108.933,1949.568,260159.365,0,28,0.217921,0.148623,HHI is calculated over direct import suppliers only
2024,PHL,potash_fertilizers,205291.947,4936.312,200355.635,0,26,0.578977,0.369961,HHI is calculated over direct import suppliers only
2024,PNG,potash_fertilizers,26572.35,0,26572.35,0,3,0.999848,0.999697,HHI is calculated over direct import suppliers only
2024,POL,potash_fertilizers,1043159.951,49047.258,994112.693,0,35,0.428532,0.261932,HHI is calculated over direct import suppliers only
2024,PRK,potash_fertilizers,0,2530,0,2530,0,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,PRT,potash_fertilizers,67017.6,8564.114,58453.486,0,19,0.577550,0.408212,HHI is calculated over direct import suppliers only
2024,PRY,potash_fertilizers,398078.423,168.592,397909.831,0,18,0.364242,0.269550,HHI is calculated over direct import suppliers only
2024,PYF,potash_fertilizers,48.681,0,48.681,0,3,0.989626,0.979466,HHI is calculated over direct import suppliers only
2024,QAT,potash_fertilizers,2266.155,500,1766.155,0,12,0.338812,0.211362,HHI is calculated over direct import suppliers only
2024,ROU,potash_fertilizers,49897.923,19497.317,30400.606,0,22,0.603920,0.407056,HHI is calculated over direct import suppliers only
2024,RUS,potash_fertilizers,588.642,15709737.386,0,15709148.744,13,0.670994,0.472214,HHI is calculated over direct import suppliers only
2024,RWA,potash_fertilizers,3065.626,0,3065.626,0,4,0.985484,0.971284,HHI is calculated over direct import suppliers only
2024,SAU,potash_fertilizers,85518.765,22873.133,62645.632,0,20,0.741478,0.575321,HHI is calculated over direct import suppliers only
2024,SDN,potash_fertilizers,1013.92,0,1013.92,0,3,0.905318,0.828565,HHI is calculated over direct import suppliers only
2024,SEN,potash_fertilizers,29108.283,470.108,28638.175,0,21,0.515317,0.300611,HHI is calculated over direct import suppliers only
2024,SGP,potash_fertilizers,1826.484,9739.642,0,7913.158,28,0.217540,0.133982,HHI is calculated over direct import suppliers only
2024,SLB,potash_fertilizers,1200.022,0,1200.022,0,2,0.999982,0.999963,HHI is calculated over direct import suppliers only
2024,SLE,potash_fertilizers,2412.972,0,2412.972,0,6,0.937433,0.880003,HHI is calculated over direct import suppliers only
2024,SLV,potash_fertilizers,14443.786,2967.059,11476.727,0,14,0.872713,0.765156,HHI is calculated over direct import suppliers only
2024,SOM,potash_fertilizers,0.155,0,0.155,0,2,0.967742,0.937565,HHI is calculated over direct import suppliers only
2024,SPM,potash_fertilizers,0.037,0,0.037,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,SRB,potash_fertilizers,122808.394,997.085,121811.309,0,26,0.838874,0.712849,HHI is calculated over direct import suppliers only
2024,STP,potash_fertilizers,563.453,0,563.453,0,2,0.922881,0.857656,HHI is calculated over direct import suppliers only
2024,SUR,potash_fertilizers,155.282,0.001,155.281,0,2,0.813629,0.696727,HHI is calculated over direct import suppliers only
2024,SVK,potash_fertilizers,12253.756,1792.506,10461.25,0,18,0.333036,0.190161,HHI is calculated over direct import suppliers only
2024,SVN,potash_fertilizers,23350.202,26922.97,0,3572.768,24,0.868883,0.758546,HHI is calculated over direct import suppliers only
2024,SWE,potash_fertilizers,102142.792,163700.442,0,61557.65,19,0.285473,0.189939,HHI is calculated over direct import suppliers only
2024,SWZ,potash_fertilizers,4426.635,873.38,3553.255,0,2,0.999571,0.999142,HHI is calculated over direct import suppliers only
2024,SXM,potash_fertilizers,0.002,0,0.002,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,SYC,potash_fertilizers,0.151,0,0.151,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,SYR,potash_fertilizers,256.366,0,256.366,0,4,0.667760,0.502416,HHI is calculated over direct import suppliers only
2024,TCD,potash_fertilizers,709.124,0,709.124,0,5,0.999853,0.999707,HHI is calculated over direct import suppliers only
2024,TGO,potash_fertilizers,3559,0.1,3558.9,0,5,0.859320,0.750074,HHI is calculated over direct import suppliers only
2024,THA,potash_fertilizers,923455.9,43371.598,880084.302,0,30,0.305902,0.216798,HHI is calculated over direct import suppliers only
2024,TJK,potash_fertilizers,1133.652,0,1133.652,0,2,0.999912,0.999824,HHI is calculated over direct import suppliers only
2024,TKM,potash_fertilizers,2213.234,920772.688,0,918559.454,3,0.857076,0.755006,HHI is calculated over direct import suppliers only
2024,TLS,potash_fertilizers,0.02,0,0.02,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,TTO,potash_fertilizers,718.787,15.75,703.037,0,7,0.500844,0.399392,HHI is calculated over direct import suppliers only
2024,TUN,potash_fertilizers,11910.804,594.715,11316.089,0,17,0.290585,0.148166,HHI is calculated over direct import suppliers only
2024,TUR,potash_fertilizers,277130.109,48363.122,228766.987,0,28,0.366701,0.257103,HHI is calculated over direct import suppliers only
2024,TZA,potash_fertilizers,29567.381,906,28661.381,0,12,0.648578,0.498354,HHI is calculated over direct import suppliers only
2024,UGA,potash_fertilizers,12264.907,20.5,12244.407,0,14,0.548466,0.402663,HHI is calculated over direct import suppliers only
2024,UKR,potash_fertilizers,150015.62,419.331,149596.289,0,28,0.253746,0.165465,HHI is calculated over direct import suppliers only
2024,URY,potash_fertilizers,201302.172,3.37,201298.802,0,16,0.315720,0.215903,HHI is calculated over direct import suppliers only
2024,USA,potash_fertilizers,14181084.904,1156147.016,13024937.888,0,40,0.852616,0.738662,HHI is calculated over direct import suppliers only
2024,UZB,potash_fertilizers,2040.551,1755782.881,0,1753742.33,21,0.402747,0.211382,HHI is calculated over direct import suppliers only
2024,VEN,potash_fertilizers,9625.587,0,9625.587,0,5,0.727228,0.601798,HHI is calculated over direct import suppliers only
2024,VNM,potash_fertilizers,199878.774,71038.772,128840.002,0,20,0.804633,0.654281,HHI is calculated over direct import suppliers only
2024,WSM,potash_fertilizers,3.921,0,3.921,0,2,0.989288,0.978806,HHI is calculated over direct import suppliers only
2024,YEM,potash_fertilizers,387.201,0,387.201,0,8,0.508780,0.380711,HHI is calculated over direct import suppliers only
2024,ZAF,potash_fertilizers,607339.213,51462.417,555876.796,0,25,0.314826,0.234103,HHI is calculated over direct import suppliers only
2024,ZMB,potash_fertilizers,79038.551,83,78955.551,0,18,0.284049,0.182293,HHI is calculated over direct import suppliers only
2024,ZWE,potash_fertilizers,65877.095,0.245,65876.85,0,15,0.280423,0.224458,HHI is calculated over direct import suppliers only
2024,ABW,primary_aluminium,2.251,0,2.251,0,2,0.874278,0.780168,HHI is calculated over direct import suppliers only
2024,AFG,primary_aluminium,0,378.055,0,378.055,0,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,AGO,primary_aluminium,790.959,17632.54,0,16841.581,9,0.793141,0.644892,HHI is calculated over direct import suppliers only
2024,ALB,primary_aluminium,14221.04,18453.902,0,4232.862,10,0.555405,0.396227,HHI is calculated over direct import suppliers only
2024,AND,primary_aluminium,0.12,0,0.12,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,ARE,primary_aluminium,13938.985,2694966.228,0,2681027.243,34,0.305397,0.163361,HHI is calculated over direct import suppliers only
2024,ARG,primary_aluminium,4677.883,347384.964,0,342707.081,11,0.754806,0.588898,HHI is calculated over direct import suppliers only
2024,ARM,primary_aluminium,20673.7,5704.832,14968.868,0,5,0.997249,0.994513,HHI is calculated over direct import suppliers only
2024,ASM,primary_aluminium,0.027,0,0.027,0,2,0.555556,0.506173,HHI is calculated over direct import suppliers only
2024,ATG,primary_aluminium,0,511.704,0,511.704,0,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,AUS,primary_aluminium,58442.094,1394904.18,0,1336462.086,28,0.397774,0.233156,HHI is calculated over direct import suppliers only
2024,AUT,primary_aluminium,479607.075,207661.947,271945.128,0,51,0.233683,0.135677,HHI is calculated over direct import suppliers only
2024,AZE,primary_aluminium,78146.812,32565.244,45581.568,0,7,0.834565,0.721306,HHI is calculated over direct import suppliers only
2024,BEL,primary_aluminium,289389.894,50432.136,238957.758,0,32,0.397898,0.212027,HHI is calculated over direct import suppliers only
2024,BEN,primary_aluminium,2.803,454.71,0,451.907,3,0.570817,0.509724,HHI is calculated over direct import suppliers only
2024,BES,primary_aluminium,0.73,0,0.73,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,BFA,primary_aluminium,118.546,0,118.546,0,3,0.889731,0.803647,HHI is calculated over direct import suppliers only
2024,BGD,primary_aluminium,64312.877,6438.527,57874.35,0,7,0.505750,0.409618,HHI is calculated over direct import suppliers only
2024,BGR,primary_aluminium,137310.182,10777.757,126532.425,0,37,0.181530,0.101559,HHI is calculated over direct import suppliers only
2024,BHR,primary_aluminium,22339.297,1317662.84,0,1295323.543,26,0.491453,0.305836,HHI is calculated over direct import suppliers only
2024,BHS,primary_aluminium,63.012,1860.636,0,1797.624,3,0.999984,0.999968,HHI is calculated over direct import suppliers only
2024,BIH,primary_aluminium,69182.578,42514.813,26667.765,0,32,0.197607,0.099340,HHI is calculated over direct import suppliers only
2024,BLM,primary_aluminium,3.064,0,3.064,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,BLR,primary_aluminium,4418.343,380.701,4037.642,0,3,0.999963,0.999926,HHI is calculated over direct import suppliers only
2024,BLZ,primary_aluminium,4.135,100.299,0,96.164,3,0.792503,0.667839,HHI is calculated over direct import suppliers only
2024,BMU,primary_aluminium,4.846,0,4.846,0,2,0.831201,0.719388,HHI is calculated over direct import suppliers only
2024,BOL,primary_aluminium,33.154,0,33.154,0,4,0.934970,0.876852,HHI is calculated over direct import suppliers only
2024,BRA,primary_aluminium,227008.326,414633.219,0,187624.893,35,0.376895,0.220362,HHI is calculated over direct import suppliers only
2024,BRB,primary_aluminium,124.563,1531.234,0,1406.671,3,0.992686,0.985474,HHI is calculated over direct import suppliers only
2024,BRN,primary_aluminium,9.714,51.837,0,42.123,4,0.862467,0.753796,HHI is calculated over direct import suppliers only
2024,BTN,primary_aluminium,9.992,0,9.992,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,BWA,primary_aluminium,1.976,186.225,0,184.249,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,CAF,primary_aluminium,5.305,0,5.305,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,CAN,primary_aluminium,146591.653,2997831.679,0,2851240.026,37,0.602454,0.393912,HHI is calculated over direct import suppliers only
2024,CHE,primary_aluminium,212007.203,88305.252,123701.951,0,43,0.266674,0.117440,HHI is calculated over direct import suppliers only
2024,CHL,primary_aluminium,16.311,1901.106,0,1884.795,7,0.372939,0.272718,HHI is calculated over direct import suppliers only
2024,CHN,primary_aluminium,3236336.66,269101.914,2967234.746,0,93,0.460684,0.261413,HHI is calculated over direct import suppliers only
2024,CIV,primary_aluminium,302.268,1670.482,0,1368.214,10,0.497506,0.390709,HHI is calculated over direct import suppliers only
2024,CMR,primary_aluminium,0,34479.573,0,34479.573,0,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,COD,primary_aluminium,37.771,672.414,0,634.643,4,0.886924,0.798887,HHI is calculated over direct import suppliers only
2024,COG,primary_aluminium,7.45,611.88,0,604.43,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,COL,primary_aluminium,21900.098,2129.883,19770.215,0,20,0.408423,0.239964,HHI is calculated over direct import suppliers only
2024,COM,primary_aluminium,6.209,0,6.209,0,2,0.852633,0.748700,HHI is calculated over direct import suppliers only
2024,CPV,primary_aluminium,0.073,0,0.073,0,2,0.684932,0.568399,HHI is calculated over direct import suppliers only
2024,CRI,primary_aluminium,9906.185,184.289,9721.896,0,10,0.370214,0.301757,HHI is calculated over direct import suppliers only
2024,CUB,primary_aluminium,44.132,387.444,0,343.312,2,0.852443,0.748432,HHI is calculated over direct import suppliers only
2024,CYM,primary_aluminium,1.455,0,1.455,0,2,0.712027,0.589911,HHI is calculated over direct import suppliers only
2024,CYP,primary_aluminium,15148.988,709.969,14439.019,0,14,0.516283,0.338981,HHI is calculated over direct import suppliers only
2024,CZE,primary_aluminium,287296.342,95564.608,191731.734,0,51,0.155569,0.077437,HHI is calculated over direct import suppliers only
2024,DEU,primary_aluminium,2146634.175,458463.944,1688170.231,0,63,0.208093,0.088978,HHI is calculated over direct import suppliers only
2024,DJI,primary_aluminium,830.864,66.08,764.784,0,3,0.783709,0.641378,HHI is calculated over direct import suppliers only
2024,DMA,primary_aluminium,0,19.95,0,19.95,0,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,DNK,primary_aluminium,152352.499,86525.515,65826.984,0,23,0.846232,0.720039,HHI is calculated over direct import suppliers only
2024,DOM,primary_aluminium,18344.043,308.436,18035.607,0,11,0.848342,0.728285,HHI is calculated over direct import suppliers only
2024,DZA,primary_aluminium,14614.555,1242.916,13371.639,0,7,0.844613,0.722467,HHI is calculated over direct import suppliers only
2024,ECU,primary_aluminium,11127.904,3151.887,7976.017,0,18,0.437149,0.381989,HHI is calculated over direct import suppliers only
2024,EGY,primary_aluminium,35612.639,170589.842,0,134977.203,15,0.354963,0.237569,HHI is calculated over direct import suppliers only
2024,ESP,primary_aluminium,762398.479,274626.082,487772.397,0,57,0.206851,0.088051,HHI is calculated over direct import suppliers only
2024,EST,primary_aluminium,1077.395,2754.989,0,1677.594,15,0.460831,0.321755,HHI is calculated over direct import suppliers only
2024,ETH,primary_aluminium,666.807,200.036,466.771,0,3,0.571129,0.425933,HHI is calculated over direct import suppliers only
2024,FIN,primary_aluminium,39066.726,8843.572,30223.154,0,23,0.540909,0.368384,HHI is calculated over direct import suppliers only
2024,FJI,primary_aluminium,16.366,1,15.366,0,4,0.840645,0.722775,HHI is calculated over direct import suppliers only
2024,FRA,primary_aluminium,465786.692,304530.821,161255.871,0,60,0.100925,0.061812,HHI is calculated over direct import suppliers only
2024,FSM,primary_aluminium,0,192.153,0,192.153,0,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,GAB,primary_aluminium,2.85,2428.09,0,2425.24,2,0.971930,0.945436,HHI is calculated over direct import suppliers only
2024,GBR,primary_aluminium,313998.825,248991.074,65007.751,0,52,0.396715,0.208360,HHI is calculated over direct import suppliers only
2024,GEO,primary_aluminium,1362.757,3467.999,0,2105.242,4,0.791293,0.653368,HHI is calculated over direct import suppliers only
2024,GHA,primary_aluminium,222.326,51656.827,0,51434.501,3,0.994710,0.989467,HHI is calculated over direct import suppliers only
2024,GIB,primary_aluminium,90.01,0,90.01,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,GIN,primary_aluminium,0.265,5262.63,0,5262.365,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,GMB,primary_aluminium,134.469,19.57,114.899,0,4,0.918189,0.846384,HHI is calculated over direct import suppliers only
2024,GNQ,primary_aluminium,0.72,64.5,0,63.78,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,GRC,primary_aluminium,472398.078,134639.359,337758.719,0,41,0.179592,0.089301,HHI is calculated over direct import suppliers only
2024,GRL,primary_aluminium,0.062,0,0.062,0,2,0.758065,0.633195,HHI is calculated over direct import suppliers only
2024,GTM,primary_aluminium,25.286,247.845,0,222.559,5,0.432492,0.311721,HHI is calculated over direct import suppliers only
2024,GUM,primary_aluminium,0,27.591,0,27.591,0,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,GUY,primary_aluminium,16.929,61.461,0,44.532,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,HND,primary_aluminium,7915.768,27.774,7887.994,0,9,0.468104,0.341689,HHI is calculated over direct import suppliers only
2024,HRV,primary_aluminium,161033.695,5102.118,155931.577,0,29,0.417569,0.209629,HHI is calculated over direct import suppliers only
