year,country_id,commodity_id,total_import_tonnes,total_export_tonnes,net_import_tonnes,net_export_tonnes,number_of_suppliers,largest_supplier_share,herfindahl_hirschman_index,notes
2024,MRT,copper_ore,2.01,83022.25,0,83020.24,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,MUS,copper_ore,8190.9,1.328,8189.572,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,MWI,copper_ore,0,0.025,0,0.025,0,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,MYS,copper_ore,102172.906,43903.968,58268.938,0,27,0.464758,0.255985,HHI is calculated over direct import suppliers only
2024,NGA,copper_ore,1.047,674.426,0,673.379,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,NIC,copper_ore,0,1606.212,0,1606.212,0,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,NLD,copper_ore,1164.149,204.94,959.209,0,43,0.677199,0.482879,HHI is calculated over direct import suppliers only
2024,NOR,copper_ore,0.01,0.081,0,0.071,2,0.900000,0.820000,HHI is calculated over direct import suppliers only
2024,NZL,copper_ore,0.115,0,0.115,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,OMN,copper_ore,287.605,8220.707,0,7933.102,2,0.756611,0.631698,HHI is calculated over direct import suppliers only
2024,PAK,copper_ore,66.234,9067.166,0,9000.932,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,PAN,copper_ore,0.015,11130.303,0,11130.288,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,PER,copper_ore,26232.951,9169906.764,0,9143673.813,13,0.612429,0.444825,HHI is calculated over direct import suppliers only
2024,PHL,copper_ore,493826.12,362504.987,131321.133,0,14,0.249248,0.149138,HHI is calculated over direct import suppliers only
2024,PNG,copper_ore,0,373953.712,0,373953.712,0,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,POL,copper_ore,134739.441,2863.949,131875.492,0,9,0.984212,0.968857,HHI is calculated over direct import suppliers only
2024,PRT,copper_ore,1244.269,236238.758,0,234994.489,4,0.999274,0.998550,HHI is calculated over direct import suppliers only
2024,QAT,copper_ore,3718.132,0,3718.132,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,ROU,copper_ore,7.14,80771.149,0,80764.009,4,0.783894,0.661070,HHI is calculated over direct import suppliers only
2024,RUS,copper_ore,189466.501,488477.95,0,299011.449,2,0.955868,0.915632,HHI is calculated over direct import suppliers only
2024,SAU,copper_ore,4519.263,284946.412,0,280427.149,3,0.955687,0.914697,HHI is calculated over direct import suppliers only
2024,SEN,copper_ore,55400,0,55400,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,SGP,copper_ore,58396.697,16768.228,41628.469,0,10,0.927338,0.862023,HHI is calculated over direct import suppliers only
2024,SLV,copper_ore,2.863,0,2.863,0,4,0.996856,0.993727,HHI is calculated over direct import suppliers only
2024,SOM,copper_ore,0,0.008,0,0.008,0,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,SRB,copper_ore,101533.909,980821.715,0,879287.806,8,0.512053,0.365852,HHI is calculated over direct import suppliers only
2024,SUR,copper_ore,0,3045.51,0,3045.51,0,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,SVK,copper_ore,0.005,0,0.005,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,SVN,copper_ore,14.002,5237.32,0,5223.318,2,0.999857,0.999714,HHI is calculated over direct import suppliers only
2024,SWE,copper_ore,385810.371,34000.292,351810.079,0,16,0.294279,0.165659,HHI is calculated over direct import suppliers only
2024,SWZ,copper_ore,0.025,0,0.025,0,2,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,SYC,copper_ore,0.029,0,0.029,0,2,0.931034,0.871581,HHI is calculated over direct import suppliers only
2024,THA,copper_ore,3905.632,746.369,3159.263,0,17,0.508951,0.309509,HHI is calculated over direct import suppliers only
2024,TJK,copper_ore,0,4918.367,0,4918.367,0,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,TKM,copper_ore,0.005,0,0.005,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,TUN,copper_ore,0.35,0,0.35,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,TUR,copper_ore,89.06,522500.58,0,522411.52,23,0.561419,0.408279,HHI is calculated over direct import suppliers only
2024,TZA,copper_ore,1237.598,32097.09,0,30859.492,2,0.999958,0.999916,HHI is calculated over direct import suppliers only
2024,UGA,copper_ore,0.009,0,0.009,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,UKR,copper_ore,208.007,0,208.007,0,4,0.961506,0.925234,HHI is calculated over direct import suppliers only
2024,USA,copper_ore,583.822,1195035.81,0,1194451.988,17,0.525684,0.378782,HHI is calculated over direct import suppliers only
2024,UZB,copper_ore,62171.264,150.488,62020.776,0,4,0.675691,0.511834,HHI is calculated over direct import suppliers only
2024,VNM,copper_ore,904.09,7008.175,0,6104.085,5,0.888172,0.794967,HHI is calculated over direct import suppliers only
2024,ZAF,copper_ore,169.418,124944.879,0,124775.461,27,0.292655,0.228018,HHI is calculated over direct import suppliers only
2024,ZMB,copper_ore,103905.617,54835.84,49069.777,0,9,0.999566,0.999132,HHI is calculated over direct import suppliers only
2024,ZWE,copper_ore,0,2387.365,0,2387.365,0,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,ABW,crude_oil,4.611,0.127,4.484,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,AGO,crude_oil,5.131,55329544.772,0,55329539.641,6,0.670045,0.528356,HHI is calculated over direct import suppliers only
2024,AIA,crude_oil,0.054,0,0.054,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,ALB,crude_oil,0,246514.706,0,246514.706,0,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,ARE,crude_oil,942194.212,306834215,0,305892021,8,0.613583,0.453894,HHI is calculated over direct import suppliers only
2024,ARG,crude_oil,0,9327621.587,0,9327621.587,1,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,ARM,crude_oil,421.91,0,421.91,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,AUS,crude_oil,8431321.4,10835087.057,0,2403765.657,17,0.381922,0.210511,HHI is calculated over direct import suppliers only
2024,AUT,crude_oil,7476180.05,2549.162,7473630.888,0,18,0.572625,0.367066,HHI is calculated over direct import suppliers only
2024,AZE,crude_oil,1955721.37,23440403.692,0,21484682.322,3,0.855357,0.742307,HHI is calculated over direct import suppliers only
2024,BEL,crude_oil,28214388,671417.829,27542970.153,0,42,0.976847,0.954332,HHI is calculated over direct import suppliers only
2024,BEN,crude_oil,0,0.001,0,0.001,0,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,BFA,crude_oil,24.743,0.24,24.503,0,2,0.990300,0.980789,HHI is calculated over direct import suppliers only
2024,BGD,crude_oil,54765.17,0,54765.17,0,2,0.999997,0.999994,HHI is calculated over direct import suppliers only
2024,BGR,crude_oil,6153964.911,0,6153964.911,0,14,0.314373,0.186705,HHI is calculated over direct import suppliers only
2024,BHR,crude_oil,0.082,0.031,0.051,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,BHS,crude_oil,305561.539,0,305561.539,0,4,0.721864,0.598376,HHI is calculated over direct import suppliers only
2024,BIH,crude_oil,0,7881.027,0,7881.027,0,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,BLR,crude_oil,0.002,0,0.002,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,BLZ,crude_oil,402.128,0,402.128,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,BMU,crude_oil,0.795,0,0.795,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,BOL,crude_oil,168709.098,3036.653,165672.445,0,4,0.787771,0.643462,HHI is calculated over direct import suppliers only
2024,BRA,crude_oil,14466917.022,91751240.157,0,77284323.135,24,0.220340,0.117892,HHI is calculated over direct import suppliers only
2024,BRB,crude_oil,0,24238.298,0,24238.298,0,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,BRN,crude_oil,6291696.497,3405816.752,2885879.745,0,15,0.331730,0.190097,HHI is calculated over direct import suppliers only
2024,BWA,crude_oil,0.023,0,0.023,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,CAF,crude_oil,0.1,0,0.1,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,CAN,crude_oil,25300138.635,213477348,0,188177209.509,32,0.714138,0.530182,HHI is calculated over direct import suppliers only
2024,CHE,crude_oil,2771333.077,0.166,2771332.911,0,10,0.508266,0.382498,HHI is calculated over direct import suppliers only
2024,CHL,crude_oil,8602867.621,24050.872,8578816.749,0,4,0.435340,0.395638,HHI is calculated over direct import suppliers only
2024,CHN,crude_oil,526578381,840933.99,525737447,0,46,0.205989,0.109371,HHI is calculated over direct import suppliers only
2024,CIV,crude_oil,3818969.1,1843943.912,1975025.188,0,4,0.854360,0.751143,HHI is calculated over direct import suppliers only
2024,CMR,crude_oil,0,4593824.749,0,4593824.749,0,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,COD,crude_oil,1835.165,969422.4,0,967587.235,3,0.997458,0.994926,HHI is calculated over direct import suppliers only
2024,COG,crude_oil,0.099,8884521.01,0,8884520.911,2,0.565657,0.508622,HHI is calculated over direct import suppliers only
2024,COK,crude_oil,0.521,0,0.521,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,COL,crude_oil,738383.002,25741983.375,0,25003600.373,9,0.700113,0.537688,HHI is calculated over direct import suppliers only
2024,CRI,crude_oil,17.37,0,17.37,0,4,0.958952,0.920751,HHI is calculated over direct import suppliers only
2024,CUB,crude_oil,0.435,0.038,0.397,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,CUW,crude_oil,70.119,0.597,69.522,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,CYP,crude_oil,41.855,64215.1,0,64173.245,2,0.975009,0.951267,HHI is calculated over direct import suppliers only
2024,CZE,crude_oil,5701220.423,8.879,5701211.544,0,13,0.476368,0.359664,HHI is calculated over direct import suppliers only
2024,DEU,crude_oil,59142227.403,239672.181,58902555.222,0,36,0.200224,0.103138,HHI is calculated over direct import suppliers only
2024,DNK,crude_oil,4481941.724,1202743.55,3279198.174,0,12,0.717813,0.557174,HHI is calculated over direct import suppliers only
2024,DOM,crude_oil,1293290.483,0.054,1293290.429,0,4,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,DZA,crude_oil,3.18,20366264.108,0,20366260.928,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,ECU,crude_oil,2381.672,28446355.639,0,28443973.967,3,0.999596,0.999192,HHI is calculated over direct import suppliers only
2024,EGY,crude_oil,1518806.873,2192972.632,0,674165.759,5,0.755379,0.596607,HHI is calculated over direct import suppliers only
2024,ESP,crude_oil,63954485.403,1271996.493,62682488.91,0,34,0.162706,0.098888,HHI is calculated over direct import suppliers only
2024,EST,crude_oil,0.067,0.168,0,0.101,2,0.791045,0.669414,HHI is calculated over direct import suppliers only
2024,FIN,crude_oil,8835821.934,3142.728,8832679.206,0,8,0.773605,0.617418,HHI is calculated over direct import suppliers only
2024,FJI,crude_oil,49.228,42.9,6.328,0,2,0.963375,0.929432,HHI is calculated over direct import suppliers only
2024,FRA,crude_oil,46190952.151,361827.096,45829125.055,0,39,0.234676,0.116996,HHI is calculated over direct import suppliers only
2024,GAB,crude_oil,0,8473488.888,0,8473488.888,0,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,GBR,crude_oil,50459535.253,29762628.447,20696906.806,0,31,0.388340,0.274298,HHI is calculated over direct import suppliers only
2024,GHA,crude_oil,0,6089253.734,0,6089253.734,1,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,GIB,crude_oil,93120.805,0,93120.805,0,3,0.896966,0.812909,HHI is calculated over direct import suppliers only
2024,GIN,crude_oil,1623.453,0,1623.453,0,2,0.999284,0.998568,HHI is calculated over direct import suppliers only
2024,GMB,crude_oil,0,2.813,0,2.813,0,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,GNB,crude_oil,1.65,0,1.65,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,GNQ,crude_oil,0,3652234.316,0,3652234.316,0,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,GRC,crude_oil,23210808.659,218019.7,22992788.959,0,17,0.354572,0.220531,HHI is calculated over direct import suppliers only
2024,GRD,crude_oil,0,0.006,0,0.006,0,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,GRL,crude_oil,0,0.002,0,0.002,0,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,GTM,crude_oil,95.093,176041.559,0,175946.466,6,0.504369,0.387651,HHI is calculated over direct import suppliers only
2024,GUY,crude_oil,0,30396410.033,0,30396410.033,0,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,HND,crude_oil,69.165,0,69.165,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,HRV,crude_oil,2796698.355,1176683.758,1620014.597,0,16,0.550843,0.352393,HHI is calculated over direct import suppliers only
2024,HUN,crude_oil,5383859.407,106197.837,5277661.57,0,9,0.847262,0.733168,HHI is calculated over direct import suppliers only
2024,IDN,crude_oil,16897949.074,3635285.584,13262663.49,0,23,0.281013,0.169276,HHI is calculated over direct import suppliers only
2024,IND,crude_oil,243463827.302,133378.693,243330448.609,0,33,0.377916,0.213346,HHI is calculated over direct import suppliers only
2024,IRL,crude_oil,2069564.851,44327.087,2025237.764,0,7,0.872486,0.773901,HHI is calculated over direct import suppliers only
2024,IRN,crude_oil,0,27.99,0,27.99,0,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,IRQ,crude_oil,0,172736242.191,0,172736242.191,0,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,ISL,crude_oil,0.013,0.149,0,0.136,3,0.384615,0.337278,HHI is calculated over direct import suppliers only
2024,ISR,crude_oil,1808666.572,582640.768,1226025.804,0,8,0.648544,0.484698,HHI is calculated over direct import suppliers only
2024,ITA,crude_oil,68324626.51,1589081.292,66735545.218,0,38,0.303192,0.157495,HHI is calculated over direct import suppliers only
2024,JAM,crude_oil,583977.624,0,583977.624,0,4,0.551487,0.471486,HHI is calculated over direct import suppliers only
2024,JOR,crude_oil,2.37,0.748,1.622,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,JPN,crude_oil,116959039.172,91752.602,116867286.57,0,19,0.423043,0.343982,HHI is calculated over direct import suppliers only
2024,KAZ,crude_oil,0,68048949.144,0,68048949.144,3,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,KEN,crude_oil,0.071,2.916,0,2.845,2,0.816901,0.700853,HHI is calculated over direct import suppliers only
2024,KGZ,crude_oil,462.298,0,462.298,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,KHM,crude_oil,0.402,0,0.402,0,2,0.987562,0.975434,HHI is calculated over direct import suppliers only
2024,KOR,crude_oil,137032123.209,94556.623,136937566.586,0,35,0.348871,0.186667,HHI is calculated over direct import suppliers only
2024,KWT,crude_oil,24.168,43432209.613,0,43432185.445,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,LBR,crude_oil,3.153,191621.71,0,191618.557,2,0.899144,0.818631,HHI is calculated over direct import suppliers only
2024,LBY,crude_oil,0,44805983.267,0,44805983.267,0,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,LCA,crude_oil,144001,0,144001,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,LKA,crude_oil,1519432.695,0.12,1519432.575,0,4,0.999998,0.999996,HHI is calculated over direct import suppliers only
2024,LSO,crude_oil,33.442,0,33.442,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,LTU,crude_oil,8646916.938,0.001,8646916.937,0,7,0.429028,0.288972,HHI is calculated over direct import suppliers only
2024,LUX,crude_oil,10.228,0.098,10.13,0,4,0.848749,0.737972,HHI is calculated over direct import suppliers only
2024,LVA,crude_oil,2.218,1568.625,0,1566.407,3,0.678539,0.527464,HHI is calculated over direct import suppliers only
2024,MAR,crude_oil,0,0.194,0,0.194,0,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,MDA,crude_oil,3.895,1576.472,0,1572.577,2,0.545571,0.504153,HHI is calculated over direct import suppliers only
2024,MDG,crude_oil,0,0.001,0,0.001,0,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,MDV,crude_oil,0.528,0,0.528,0,2,0.772727,0.648760,HHI is calculated over direct import suppliers only
2024,MEX,crude_oil,1.665,45332843.245,0,45332841.58,3,0.770571,0.645869,HHI is calculated over direct import suppliers only
2024,MLI,crude_oil,7292.58,0,7292.58,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,MLT,crude_oil,80595.975,169141.5,0,88545.525,5,0.990066,0.980328,HHI is calculated over direct import suppliers only
2024,MMR,crude_oil,1357009,0.002,1357008.998,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,MNG,crude_oil,0.007,568697.7,0,568697.693,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,MOZ,crude_oil,73.37,145004.758,0,144931.388,6,0.701963,0.574785,HHI is calculated over direct import suppliers only
2024,MUS,crude_oil,3.263,0.324,2.939,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,MWI,crude_oil,2.762,0,2.762,0,3,0.688631,0.566759,HHI is calculated over direct import suppliers only
2024,MYS,crude_oil,24390289.169,60960075.068,0,36569785.899,28,0.381611,0.199728,HHI is calculated over direct import suppliers only
2024,NCL,crude_oil,3.075,0.002,3.073,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,NER,crude_oil,0,511482.8,0,511482.8,0,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,NGA,crude_oil,2379466.8,65300663.685,0,62921196.885,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,NIC,crude_oil,689986.318,528919,161067.318,0,2,0.999973,0.999945,HHI is calculated over direct import suppliers only
2024,NLD,crude_oil,101702582.618,30574208.4,71128374.218,0,63,0.330158,0.153150,HHI is calculated over direct import suppliers only
2024,NOR,crude_oil,1133946.039,83445848.564,0,82311902.525,11,0.528264,0.411633,HHI is calculated over direct import suppliers only
2024,NZL,crude_oil,56.023,891346.23,0,891290.207,5,0.485319,0.342427,HHI is calculated over direct import suppliers only
2024,OMN,crude_oil,0,43907216.702,0,43907216.702,0,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,PAK,crude_oil,9920730.601,313009.566,9607721.035,0,7,0.558635,0.488753,HHI is calculated over direct import suppliers only
2024,PAN,crude_oil,22737159.858,54455.7,22682704.158,0,5,0.515209,0.408068,HHI is calculated over direct import suppliers only
2024,PER,crude_oil,6419902.353,702460.852,5717441.501,0,12,0.325248,0.207372,HHI is calculated over direct import suppliers only
2024,PHL,crude_oil,6479264.651,280771.095,6198493.556,0,9,0.492858,0.362316,HHI is calculated over direct import suppliers only
2024,PNG,crude_oil,3.498,1249782.701,0,1249779.203,2,0.596913,0.518784,HHI is calculated over direct import suppliers only
2024,POL,crude_oil,29276420.14,185494.819,29090925.321,0,13,0.456870,0.346158,HHI is calculated over direct import suppliers only
2024,PRT,crude_oil,10042010.352,45099.826,9996910.526,0,12,0.416518,0.240302,HHI is calculated over direct import suppliers only
2024,PRY,crude_oil,0.008,4425.887,0,4425.879,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,QAT,crude_oil,2857909.783,32524916.138,0,29667006.355,23,0.368766,0.191399,HHI is calculated over direct import suppliers only
2024,ROU,crude_oil,7879180.808,8768.783,7870412.025,0,14,0.574586,0.367081,HHI is calculated over direct import suppliers only
2024,RUS,crude_oil,15450.4,216758585,0,216743134.4,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,RWA,crude_oil,2.916,0,2.916,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,SAU,crude_oil,31.164,294763709.678,0,294763678.514,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,SDN,crude_oil,0,1144046.1,0,1144046.1,0,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,SEN,crude_oil,1181085.694,1717640.493,0,536554.799,2,0.552176,0.505445,HHI is calculated over direct import suppliers only
2024,SGP,crude_oil,47591847.731,318563.859,47273283.872,0,45,0.264608,0.162558,HHI is calculated over direct import suppliers only
2024,SHN,crude_oil,5.024,0,5.024,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,SLV,crude_oil,44.224,0,44.224,0,3,0.736433,0.611219,HHI is calculated over direct import suppliers only
2024,SRB,crude_oil,2318743,0.006,2318742.994,0,8,0.465855,0.365834,HHI is calculated over direct import suppliers only
2024,SSD,crude_oil,0,620473.5,0,620473.5,0,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,STP,crude_oil,0,4944,0,4944,0,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,SVK,crude_oil,5439240.6,182238.602,5257002,0,15,0.780771,0.621732,HHI is calculated over direct import suppliers only
2024,SVN,crude_oil,102155.397,31.539,102123.858,0,6,0.999937,0.999875,HHI is calculated over direct import suppliers only
2024,SWE,crude_oil,17581547.165,103292.759,17478254.406,0,15,0.487865,0.291411,HHI is calculated over direct import suppliers only
2024,SWZ,crude_oil,0.42,0.02,0.4,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,SXM,crude_oil,0.547,0,0.547,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,TCD,crude_oil,0,5302891.298,0,5302891.298,0,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,TGO,crude_oil,142946,0.904,142945.096,0,2,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,THA,crude_oil,177423150.596,973036.35,176450114.246,0,29,0.854791,0.733390,HHI is calculated over direct import suppliers only
2024,TKM,crude_oil,0.002,299284.7,0,299284.698,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,TLS,crude_oil,0,75885.7,0,75885.7,0,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,TON,crude_oil,0.162,0,0.162,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,TTO,crude_oil,0,3015777.441,0,3015777.441,0,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,TUN,crude_oil,504461.087,865298.863,0,360837.776,2,0.999588,0.999176,HHI is calculated over direct import suppliers only
2024,TUR,crude_oil,4837713.348,1865094.806,2972618.542,0,10,0.408951,0.234376,HHI is calculated over direct import suppliers only
2024,TUV,crude_oil,42.9,0,42.9,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,TZA,crude_oil,10.814,2967.384,0,2956.57,3,0.902904,0.824663,HHI is calculated over direct import suppliers only
2024,UGA,crude_oil,1.433,2.973,0,1.54,3,0.502442,0.398585,HHI is calculated over direct import suppliers only
2024,UKR,crude_oil,4664.611,197.18,4467.431,0,5,0.989443,0.979053,HHI is calculated over direct import suppliers only
2024,URY,crude_oil,1480495.729,27431.806,1453063.923,0,5,0.463965,0.302517,HHI is calculated over direct import suppliers only
2024,USA,crude_oil,335077442.638,195186740,139890702.682,0,40,0.599253,0.374508,HHI is calculated over direct import suppliers only
2024,UZB,crude_oil,616262.052,0,616262.052,0,6,0.776718,0.628658,HHI is calculated over direct import suppliers only
2024,VEN,crude_oil,0,21674812.436,0,21674812.436,0,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,VGB,crude_oil,0,24034.332,0,24034.332,0,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,VNM,crude_oil,416239.101,2470821.404,0,2054582.303,7,0.391162,0.296797,HHI is calculated over direct import suppliers only
2024,VUT,crude_oil,0.4,0,0.4,0,1,1.000000,1.000000,HHI is calculated over direct import suppliers only
2024,ZAF,crude_oil,8130775.808,64391.503,8066384.305,0,14,0.479979,0.298418,HHI is calculated over direct import suppliers only
2024,ZMB,crude_oil,1279.189,0.011,1279.178,0,3,0.888754,0.801698,HHI is calculated over direct import suppliers only
2024,ZWE,crude_oil,325.074,0,325.074,0,3,0.986271,0.972918,HHI is calculated over direct import suppliers only
2024,AFG,electricity,0,0,0,0,1,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,ALB,electricity,0,0,0,0,6,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,AND,electricity,0,0,0,0,2,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,ARG,electricity,0,0,0,0,5,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,ARM,electricity,0,0,0,0,2,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,AUT,electricity,0,0,0,0,9,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,AZE,electricity,0,0,0,0,3,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,BEL,electricity,0,0,0,0,7,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,BEN,electricity,0,0,0,0,1,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,BFA,electricity,0,0,0,0,3,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,BGD,electricity,0,0,0,0,2,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,BGR,electricity,0,0,0,0,5,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,BHS,electricity,0,0,0,0,1,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,BIH,electricity,0,0,0,0,3,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,BOL,electricity,0,0,0,0,0,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,BRA,electricity,0,0,0,0,3,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,BRB,electricity,0,0,0,0,1,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,BTN,electricity,0,0,0,0,1,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,BWA,electricity,0,0,0,0,3,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,CAN,electricity,0,0,0,0,6,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,CHE,electricity,0,0,0,0,7,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,CHL,electricity,0,0,0,0,1,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,CHN,electricity,0,0,0,0,4,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,CIV,electricity,0,0,0,0,1,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,COD,electricity,0,0,0,0,3,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,COG,electricity,0,0,0,0,1,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,COL,electricity,0,0,0,0,1,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,CRI,electricity,0,0,0,0,2,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,CYP,electricity,0,0,0,0,0,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,CZE,electricity,0,0,0,0,7,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,DEU,electricity,0,0,0,0,11,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,DNK,electricity,0,0,0,0,8,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,DZA,electricity,0,0,0,0,0,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,ECU,electricity,0,0,0,0,2,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,EGY,electricity,0,0,0,0,1,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,ESP,electricity,0,0,0,0,3,0.000000,0.000000,HHI is calculated over direct import suppliers only
2024,EST,electricity,0,0,0,0,2,0.000000,0.000000,HHI is calculated over direct import suppliers only
